id,nombre,nombre_oficial,nombre_artistico,alias,comuna,comuna_nombre,provincia,localidad,region,anio_creacion,director,integrantes,tipo,disciplinas,descripcion,obras,obras_nombre,espacios,espacios_nombre,comunas_trabajo,regiones_circulacion,festivales,festivales_nombre,fondos,fondos_nombre,instagram,facebook,youtube,tiktok,spotify,vimeo,linkedin,web,correo,telefono,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
COMP-0034,"Centro Cultural, Deportivo, Social y Educacional CIA. La Fabrica",NO ENCONTRADO,NO ENCONTRADO,CIA. La Fabrica | Compañía La Fábrica,villa-alemana,Villa Alemana,marga-marga,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado; ámbito no especificado en la fuente. Por confirmar si es compañía escénica.
COMP-0035,Agrupación Cultural de Santo Domingo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,santo-domingo,Santo Domingo,san-antonio,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0022,PAOCC 2020 — Agrupación Cultural de Santo Domingo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0089 | FUE-0090,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Integra la Red de Espacios Culturales (2020); beneficiaria PAOCC 2020 ($17.930.765). Programación teatral no confirmada.
COMP-0036,Fundación Cultural Lumbre,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,limache,Limache,marga-marga,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0023,PAOCC 2020 — Fundación Cultural Lumbre,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0090,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Beneficiaria PAOCC 2020 ($17.977.858) como espacio cultural. Programación teatral no confirmada.
COMP-0037,ONG Corporación Cultural Desarrollo Crearte,NO ENCONTRADO,NO ENCONTRADO,Crearte,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0089,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Integra la Red de Espacios Culturales de la Región de Valparaíso (2020). Comuna no indicada.
COMP-0038,Compañía El Baúl,NO ENCONTRADO,NO ENCONTRADO,El Baúl,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0086,Equipar la Memoria Viva: 32 Años del Baúl y su Proyección Técnica para el Teatro del Mañana,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0092 | FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'compañía de teatro',"Mencionada entre los seleccionados de la Región de Valparaíso en la nota ministerial de Fondos Cultura 2026; proyecto, línea y comuna por confirmar en la nómina oficial. Responsable del proyecto «Equipar la Memoria Viva: 32 Años del Baúl y su Proyección Técnica para el Teatro del Mañana» (Fondo de Artes Escénicas 2026, Compañías de las Artes Escénicas). Comuna no indicada en la nómina (solo región). 'Equipar la Memoria Viva: 32 Años del Baúl y su Proyección Técnica para el Teatro del Mañana' (Fondo de Artes Escénicas 2026, línea Compañías, $12.258.990): 32 años de trayectoria hacia 2025-2026 (fundación aproximada 1993-1994, por confirmar). Comuna no indicada."
COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,Cooperativa Teatral | Cooperativa Teatral de Valparaíso | Cooperativa Teatral Valparaíso,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0018 | OBR-0113 | OBR-0123,Repertorio para habitar la soledad | La Tendalá | En la puerta del horno se quema el pan,ESP-0052 | ESP-0002 | ESP-0087,Espacio Catarsis | Centro Cultural San Antonio | Cancha Quebrada Márquez,valparaiso | san-antonio,NO ENCONTRADO,FES-0021 | FES-0002 | FES-0047,Ciudad Teatro | Festival Litoral Teatral | Mes del Teatro en la Región de Valparaíso 2022,FIN-0116,"Gira Internacional ""Repertorio para Habitar la Soledad"" de Cooperativa Teatral Valparaíso.",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0096 | FUE-0167 | FUE-0063 | FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'compañía de teatro' vs 'organización de artes escénicas (según nómina de fondos)',"Nombrada 'Cooperativa Teatral' en Ciudad Teatro 2025; la nómina de Circulación Internacional 2026 registra a 'Cooperativa de Artes Escénicas de Valparaíso' como responsable de la gira de 'Repertorio para Habitar la Soledad'. Responsable del proyecto «Gira Internacional ""Repertorio para Habitar la Soledad"" de Cooperativa Teatral Valparaíso.» (Fondo de Artes Escénicas 2026, Circulación Internacional). Comuna no indicada en la nómina (solo región). Gira internacional de 'Repertorio para Habitar la Soledad' (Circulación Internacional 2026, $17.773.647). 'La Tendalá' en el Festival Litoral Teatral 2026 (19 de abril, 18:00), como Cooperativa Teatral de Valparaíso. Como 'Cooperativa Teatral Valparaíso' en el Mes del Teatro 2022 (Cancha Quebrada Márquez, 19 de mayo)."
COMP-0040,Astillero Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0019 | OBR-0037,Hipodérmica | La memoria de los sésiles,ESP-0053,Centro Cultural IPA,valparaiso,circulación internacional 2024,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0117 | FUE-0109,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Comuna inferida de su participación en Ciudad Teatro (ciclo de compañías porteñas); sede por confirmar. 'La memoria de los sésiles' (creación teatro 2023, $27.629.944) y 'Circulación Internacional La memoria de los sésiles, Astillero Teatro 2024' ($14.709.411), responsable Gabriel Nicolás Contreras Hernández."
COMP-0041,Teatro ILUcIÓN,Círculo Teatral Independiente CTI,NO ENCONTRADO,Teatro IluCión | Compañía de Teatro Escuela IluCión | Teatro Escuela IluCión | CTI,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0020 | OBR-0021 | OBR-0083,Anku | Cuestión de Ubicación | Caleu,ESP-0054 | ESP-0053 | ESP-0067,Centex — Centro de Extensión del Ministerio de las Culturas | Centro Cultural IPA | Espacio Comunitario Santa Ana,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0133 | FUE-0107 | FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Comuna inferida de su participación en Ciudad Teatro; sede por confirmar. PAOCC Compañías de trayectoria 2024: '31 Años de Resistencia y Creación Teatral: Plan de Gestión de la Compañía de Teatro Escuela IluCión…' ($116.000.000): fundación aproximada 1993, por confirmar. Figura como 'Compañía de Teatro Escuela IluCión' en Ciudad Teatro 2026 ('Caleu')."
COMP-0042,Teatro Desastre,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0022 | OBR-0088,Amada Gayshá | Casa,ESP-0025 | ESP-0070,Carpa Azul Circo | Casa Centro de Investigación Teatro La Peste,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Comuna inferida de su participación en Ciudad Teatro; sede por confirmar. Lectura dramatizada 'Casa' en Ciudad Teatro 2026 (Casa Teatro La Peste, 21 de mayo)."
COMP-0043,La Bayka,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro-familiar,NO ENCONTRADO,OBR-0023,Fofi el cachorro,ESP-0033,Centro Comunitario Las Cañas,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Comuna inferida de su participación en Ciudad Teatro; sede por confirmar. Disciplina inferida del título (obra para infancias); por confirmar.
COMP-0044,Disparate Circo,NO ENCONTRADO,NO ENCONTRADO,Compañía Disparate Circo,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de circo,circo,NO ENCONTRADO,OBR-0024 | OBR-0032,Disparate Circo Rock | Tripulación Paraíso,ESP-0055,CECO de Rodelillo,valparaiso | san-antonio,circulación internacional 2026 (Circo Pa'l Barrio),FES-0021 | FES-0002,Ciudad Teatro | Festival Litoral Teatral,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0096 | FUE-0124 | FUE-0094 | FUE-0167 | FUE-0063,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Comuna inferida de su participación en Ciudad Teatro; sede por confirmar. 'Tripulación Paraíso, Disparate Circo Rock, puro circo chileno' (trayectoria circo 2022, Patricio Alejandro Núñez Rojas, $29.610.451); 'Tripulación Paraíso, abriendo horizontes, Circulación Esperanza' (2026); 'Circo Pa'l Barrio: Circulación Internacional Compañía Disparate Circo' (2026, Carla Paz Cepeda Cortés, $17.588.496). 'Tripulación Paraíso' en el Festival Litoral Teatral 2024."
COMP-0045,Teatro del Instinto,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,George Casanova,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,OBR-0025,Extraño ser,ESP-0056,Cancha Población Márquez,valparaiso,NO ENCONTRADO,FES-0021,Ciudad Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Comuna inferida de su participación en Ciudad Teatro; sede por confirmar.
COMP-0046,Organizacion Comunitaria Artistica Cultural y Educativa la Washa,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0076 | FIN-0807,“El Chungungo y la Voz del Mar” | Hoguera,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0117,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «“El Chungungo y la Voz del Mar”» (Fondo de Artes Escénicas 2026, Interdisciplinar). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Hoguera» (Fondo de Artes Escénicas 2023, Teatro). Comuna no indicada en la nómina (solo región)."
COMP-0047,Puerto Escena SPA,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0084,Red Salas de Teatro Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DUPLICADO,2026-09-08,2026-09-08,COMP-0071,NO ENCONTRADO,"Responsable del proyecto «Red Salas de Teatro Valparaíso» (Fondo de Artes Escénicas 2026, Única). Comuna no indicada en la nómina (solo región)."
COMP-0048,Actividades Teatrales Yorka Ojeda Banz E.i.r.l.,NO ENCONTRADO,NO ENCONTRADO,Telón.cl | Actividades Teatrales Yorka Ojeda Banz E.I.R.L.,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0085,Premio Telón a las Artes Escénicas Nacionales,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,https://www.telon.cl/,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,nombre: 'Actividades Teatrales Yorka Ojeda Banz E.i.r.l.' vs 'Telón — Actividades Teatrales Yorka Ojeda Banz E.I.R.L.'; tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización cultural (medio y premio de artes escénicas)',"Responsable del proyecto «Premio Telón a las Artes Escénicas Nacionales» (Fondo de Artes Escénicas 2026, Única). Comuna no indicada en la nómina (solo región). Responsable del 'Premio Telón a las Artes Escénicas Nacionales' (Fondo de Artes Escénicas 2026, $14.975.407), Región de Valparaíso."
COMP-0049,Teatro la Lancha Spa,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0087,"Equipamiento profesional para la escena itinerante - La Lancha, Teatro y Patrimonio",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DUPLICADO,2026-09-08,2026-09-08,COMP-0006,NO ENCONTRADO,"Responsable del proyecto «Equipamiento profesional para la escena itinerante - La Lancha, Teatro y Patrimonio» (Fondo de Artes Escénicas 2026, Compañías de las Artes Escénicas). Comuna no indicada en la nómina (solo región)."
COMP-0050,Colectivo interdisciplinario Musgo,NO ENCONTRADO,NO ENCONTRADO,Musgo | Ensamble Vocal Comunitario | Colectivo Interdisciplinario Musgo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Diego Belmar,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,OBR-0027 | OBR-0109 | OBR-0110,Ensamble Vocal Comunitario | Voces por la memoria | Monumentos,ESP-0002,Centro Cultural San Antonio,san-antonio,NO ENCONTRADO,FES-0002,Festival Litoral Teatral,FIN-0093,Ensamble Vocal Comunitario: Quinta versión,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0167 | FUE-0063,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'colectivo de artes escénicas'; nombre: 'Colectivo interdisciplinario Musgo' vs 'Ensamble Vocal Comunitario',"Responsable del proyecto «Ensamble Vocal Comunitario: Quinta versión» (Fondo de Artes Escénicas 2026, Públicos y comunidades). Comuna no indicada en la nómina (solo región). 'Ensamble Vocal Comunitario: Quinta versión' (Fondo de Artes Escénicas 2026, Públicos y comunidades, $6.985.600). El Ensamble Vocal Comunitario presentó 'Monumentos' en el Festival Litoral Teatral 2026. Festival Litoral Teatral 2024 ('Voces por la memoria', dir. Diego Belmar) y 2026 ('Monumentos', 25 de abril). Vinculado al Colectivo Interdisciplinario Musgo según Fondos Cultura 2026."
COMP-0051,Cooperativa Corredor Danza Valparaíso Ltda.,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FIN-0095,Entremos en Movimiento Programa de Corredor Danza Valparíso para la formación y sensibilización de públicos en danza contemporánea,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DUPLICADO,2026-09-08,2026-09-08,COMP-0072,NO ENCONTRADO,"Responsable del proyecto «Entremos en Movimiento Programa de Corredor Danza Valparíso para la formación y sensibilización de públicos en danza contemporánea» (Fondo de Artes Escénicas 2026, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
COMP-0052,Centro Cultural Teatro Container,NO ENCONTRADO,NO ENCONTRADO,Teatro Container,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),teatro-callejero,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,"Brasil (Belo Horizonte, 2024)",FES-0003,VIII Festival Teatro Container,FIN-0113 | FIN-0550 | FIN-0553,IX Festival Teatro Container 2026 | Teatro container. Proyección internacional de las artes de calle | Cocina Pública Festival de Belo Horizonte,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0108 | FUE-0109,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'compañía de teatro callejero',"Responsable del proyecto «IX Festival Teatro Container 2026» (Fondo de Artes Escénicas 2026, Nacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Teatro container. Proyección internacional de las artes de calle» (Fondo de Artes Escénicas 2024, Asistencia a Instancias Internacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Cocina Pública Festival de Belo Horizonte» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región). Organiza el Festival Teatro Container; 'Proyección internacional de las artes de calle' (2024) y 'Cocina Pública Festival de Belo Horizonte' (2024, $3.872.936). Comuna según el festival (Valparaíso)."
COMP-0053,Centro Cultural Escenalborde,Sociedad de Artes Escénicas Escenalborde Limitada,NO ENCONTRADO,Escenalborde,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),danza,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0025,Danzalborde,FIN-0234,"""Danza en la Biblioteca"", circulación de unipersonales coreográficos en Bibliotecas Públicas de las Regiones de Los Lagos y Los Ríos.",NO ENCONTRADO,https://www.facebook.com/escenalbordeartesescenicas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0118 | FUE-0146,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'compañía de danza',"Responsable del proyecto «""Danza en la Biblioteca"", circulación de unipersonales coreográficos en Bibliotecas Públicas de las Regiones de Los Lagos y Los Ríos.» (Fondo de Artes Escénicas 2025, Única). Comuna no indicada en la nómina (solo región). 'Danza en la Biblioteca' (circulación 2025, Los Lagos y Los Ríos, $18.404.528); organiza Danzalborde. Comuna por confirmar. Organizador del programa Artes Escénicas Itinerantes Regionales 2021 (Secretaría Ejecutiva de Artes Escénicas), con funciones en Putaendo."
COMP-0054,Organización Comunitaria Artística Cultural y Deportiva La Coraje,NO ENCONTRADO,NO ENCONTRADO,La Coraje | Compañía de Teatro La Coraje,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización de artes escénicas (según nómina de fondos),teatro,NO ENCONTRADO,OBR-0082,Imaginaria,ESP-0066,Liceo Pedro Montt,valparaiso,NO ENCONTRADO,FES-0037 | FES-0021,Paraísos Creativos — Encuentro de Educación Artística comprometida con las jóvenes audiencias | Ciudad Teatro,FIN-0524 | FIN-0823,"PARAISOS CREATIVOS: 3er Encuentro de Educación Artística comprometida con las jóvenes audiencias | Teatro y Educación: Espacio de perfeccionamiento para docentes, artistas educadores y agentes comunitarios: Incorporando herramientas teatrales en la educación",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0105 | FUE-0117 | FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'organización de artes escénicas (según nómina de fondos)' vs 'organización cultural',"Responsable del proyecto «PARAISOS CREATIVOS: 3er Encuentro de Educación Artística comprometida con las jóvenes audiencias» (Fondo de Artes Escénicas 2024, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Teatro y Educación: Espacio de perfeccionamiento para docentes, artistas educadores y agentes comunitarios: Incorporando herramientas teatrales en la educación» (Fondo de Artes Escénicas 2023, Públicos y comunidades). Comuna no indicada en la nómina (solo región). Punto de Cultura Comunitaria (Valparaíso). 'Teatro y Educación' (2023) y 'Paraísos Creativos' (2024). Figura como 'Compañía de Teatro La Coraje' en Ciudad Teatro 2026 ('Imaginaria', Liceo Pedro Montt)."
