id,proyecto,organizacion,persona,fondo,linea,monto,anio,comuna,comuna_nombre,provincia,disciplina,descripcion,resultado,folio,compania,compania_nombre,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
FIN-0092,Tejiendo Identidades: Marionetas del Mar y la Tierra,NO ENCONTRADO,Paloma Gabriela Molina Fuentealba,Fondo de Artes Escénicas,Públicos y comunidades,7000000,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,836956,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Paloma Gabriela Molina Fuentealba. Página 43 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0093,Ensamble Vocal Comunitario: Quinta versión,Colectivo interdisciplinario Musgo,NO ENCONTRADO,Fondo de Artes Escénicas,Públicos y comunidades,6985600,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,837515,COMP-0050,Colectivo interdisciplinario Musgo,FUE-0094,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Colectivo interdisciplinario Musgo. Página 43 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0094,Programa Formativo “Saberes Futuro: prácticas escénicas para socias/os del Centro de Quilpué de la Unión Nacional y vecinas/os de El Retiro y El Sol”.,NO ENCONTRADO,Alexandra Catalina Farías Aguirre,Fondo de Artes Escénicas,Públicos y comunidades,6999347,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,839385,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Alexandra Catalina Farías Aguirre. Página 43 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0095,Entremos en Movimiento Programa de Corredor Danza Valparíso para la formación y sensibilización de públicos en danza contemporánea,Cooperativa Corredor Danza Valparaíso Ltda.,NO ENCONTRADO,Fondo de Artes Escénicas,Públicos y comunidades,6985897,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,826772,COMP-0072,Cooperativa Corredor Danza Valparaíso,FUE-0094,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Cooperativa Corredor Danza Valparaíso Ltda.. Página 46 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0096,ENAES: 3era Escuela de Artes Escénicas para la Comunidad Sorda,NO ENCONTRADO,Pablo Ignacio Abarca Carrazana,Fondo de Artes Escénicas,Públicos y comunidades,6907664,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,840722,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Pablo Ignacio Abarca Carrazana. Página 46 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0097,"Estudios de Magíster en Patrimonio, Universidad de Valparaíso: Metodologías Escénicas para la Mediación del Patrimonio Inmaterial",NO ENCONTRADO,María Luisa Gutiérrez Godoy,Fondo de Artes Escénicas,"Magíster, máster o maestría",7052160,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,808185,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: María Luisa Gutiérrez Godoy. Página 3 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0098,beca para Magister en Practicas Coreográficas / Nicolás Mayorga Ramírez,NO ENCONTRADO,Nicolas Fernando Mayorga Ramirez,Fondo de Artes Escénicas,"Magíster, máster o maestría",17838897,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,831579,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Nicolas Fernando Mayorga Ramirez. Página 3 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0099,Formación en Teatro Balinés: profundizando el puente en Indonesia y Chile,NO ENCONTRADO,Jacinta María Egaña Kaulen,Fondo de Artes Escénicas,Especialización y perfeccionamiento,5999999,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,805499,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Jacinta María Egaña Kaulen. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0100,"Perfeccionamiento intensivo y especializado en la disciplina del Clown, Argentina.",NO ENCONTRADO,Catherine Jara Rebolledo,Fondo de Artes Escénicas,Especialización y perfeccionamiento,3571612,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,806661,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Catherine Jara Rebolledo. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0101,"Territorios que cuidan: salud, cultura y comunidad desde la Gestión Cultural",NO ENCONTRADO,María Ignacia Millán Azagra,Fondo de Artes Escénicas,Especialización y perfeccionamiento,2529000,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,826334,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: María Ignacia Millán Azagra. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0102,"Diplomado en Teatro aplicado en educación, salud y comunidad",NO ENCONTRADO,Carlos Andrés Craig Sepúlveda,Fondo de Artes Escénicas,Especialización y perfeccionamiento,2300000,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,832026,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Carlos Andrés Craig Sepúlveda' vs 'Marcela Beatriz Olivares Diaz'; monto: '2300000' vs '4636980'; anio: '2026' vs '2025'; folio: '832026' vs '770143',Responsable según nómina: Carlos Andrés Craig Sepúlveda. Página 6 del PDF. Comuna no indicada en la nómina (solo región). Responsable según nómina: Marcela Beatriz Olivares Diaz. Página 15 del PDF. Comuna no indicada en la nómina (solo región). Responsable según nómina: Carlos Andrés Craig Sepúlveda. Página 6 del PDF. Comuna no indicada en la nómina (solo región). Responsable según nómina: Marcela Beatriz Olivares Diaz. Página 15 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0103,Programa de profundización y perfeccionamiento teórico-práctico en nar ración oral contemporánea. con el Maestro Juan Martin Tapia,NO ENCONTRADO,Dixi Candy Gonzalez Gamboa,Fondo de Artes Escénicas,Especialización y perfeccionamiento,5058060,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,831816,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Dixi Candy Gonzalez Gamboa. Página 7 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0104,Especialización y certificación en rigging para las Artes Escénicas y el trabajo seguro en altura.,NO ENCONTRADO,Luisa Mackarena Navarro Cubillos,Fondo de Artes Escénicas,Especialización y perfeccionamiento,1496800,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,817862,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Luisa Mackarena Navarro Cubillos. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0105,Curso online de perfeccionamiento técnico en Cuerda Lisa,NO ENCONTRADO,Iván Enrique Torres Pino,Fondo de Artes Escénicas,Especialización y perfeccionamiento,4800000,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,818205,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Iván Enrique Torres Pino. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0106,Litoral Cultural 2026. Festival de las Artes Escénicas en San Antonio,Corporación Municipal de la Cultura y las Artes de San Anton,NO ENCONTRADO,Fondo de Artes Escénicas,Regionales,29933896,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,806878,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Corporación Municipal de la Cultura y las Artes de San Anton. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0107,"II Festival de Artes Escénicas , Autocuidado y Salud Mental SIENTO TEATRO",NO ENCONTRADO,Sara Camila Solis Peña,Fondo de Artes Escénicas,Regionales,29629536,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,821746,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Sara Camila Solis Peña. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0108,Primer Festival Itinerante de Narración Oral del Valle del Aconcagua,NO ENCONTRADO,Magda Raquel Sánchez Martínez,Fondo de Artes Escénicas,Regionales,22835221,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,806360,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Magda Raquel Sánchez Martínez. Página 10 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0109,"Primer festival de artes escénicas en escaleras, Valparaíso.",NO ENCONTRADO,Camila Paz Guerrero Escobar,Fondo de Artes Escénicas,Regionales,16105330,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,814996,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Camila Paz Guerrero Escobar. Página 11 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0110,22º Festival Danza Quilpué Danza,NO ENCONTRADO,Katherine Patricia Salvo Rios,Fondo de Artes Escénicas,Regionales,14661617,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,813312,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Katherine Patricia Salvo Rios. Página 11 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0111,"9° FESTILAMBE de Valparaíso, Festival Internacional de Teatro Lambe Lambe de Chile ""Contagiando Humanidad""",Fundación OANI de Teatro,NO ENCONTRADO,Fondo de Artes Escénicas,Nacionales,55000000,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,805953,COMP-0008,Fundación OANI de Teatro,FUE-0095,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Fundación OANI de Teatro. Página 12 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0112,ENAI 2026 Quinto Encuentro de Artes Escénicas para la Comunidad Sorda,NO ENCONTRADO,Pablo Ignacio Abarca Carrazana,Fondo de Artes Escénicas,Nacionales,49845799,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,811365,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Pablo Ignacio Abarca Carrazana. Página 12 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0113,IX Festival Teatro Container 2026,CENTRO CULTURAL TEATRO CONTAINER,NO ENCONTRADO,Fondo de Artes Escénicas,Nacionales,55000000,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,805619,COMP-0052,Centro Cultural Teatro Container,FUE-0095,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: CENTRO CULTURAL TEATRO CONTAINER. Página 13 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0114,Circo Pa’l Barrio: Circulación Internacional Compañía Disparate Circo,NO ENCONTRADO,Carla Paz Cepeda Cortés,Fondo de Artes Escénicas,Circulación Internacional,17588496,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,850291,NO ENCONTRADO,NO ENCONTRADO,FUE-0096,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Carla Paz Cepeda Cortés. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0115,Shakespeare en miniatura / España 2026,NO ENCONTRADO,Anaí Valentina Núñez Riveros,Fondo de Artes Escénicas,Circulación Internacional,16007226,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,850680,NO ENCONTRADO,NO ENCONTRADO,FUE-0096,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Anaí Valentina Núñez Riveros. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0116,"Gira Internacional ""Repertorio para Habitar la Soledad"" de Cooperativa Teatral Valparaíso.",Cooperativa de Artes Escénicas de Valparaíso,NO ENCONTRADO,Fondo de Artes Escénicas,Circulación Internacional,17773647,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,851039,COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,FUE-0096,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Cooperativa de Artes Escénicas de Valparaíso. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0117,Participación en Festival Internacional ContArte 2026,NO ENCONTRADO,Carlos Andrés Basualdo Gómez,Fondo de Artes Escénicas,Circulación Internacional,7113984,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,851589,NO ENCONTRADO,NO ENCONTRADO,FUE-0096,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Carlos Andrés Basualdo Gómez. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0118,Agenciamiento y fortalecimiento de redes internacionales en festivales e instituciones culturales de España,NO ENCONTRADO,Manuel Alejandro Díaz Salas,Fondo de Artes Escénicas,Circulación Internacional,3991278,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,851556,NO ENCONTRADO,NO ENCONTRADO,FUE-0096,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Manuel Alejandro Díaz Salas. Página 4 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0218,"Des/centrada. Eli Neira, obra visual (2004-2025)",NO ENCONTRADO,Amandine Coulombel Coulombel,Fondart Regional,Única,23894966,2026,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas (palabra clave en el título; por confirmar),NO ENCONTRADO,seleccionado,839586,NO ENCONTRADO,NO ENCONTRADO,FUE-0097,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,persona: 'Amandine Coulombel Coulombel' vs 'Amandine Coulombel',Responsable según nómina: Amandine Coulombel Coulombel. Página 47 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0229,Huidobro Viene Navegando + Registro,NO ENCONTRADO,Diego Sebastián Chamorro Ramírez,Fondo de Artes Escénicas,Única,17093777,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,748786,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Diego Sebastián Chamorro Ramírez. Página 2 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0230,"""La Ruta de Hilo Rojo""",NO ENCONTRADO,María José Franco Campos,Fondo de Artes Escénicas,Única,19534557,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,750386,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: María José Franco Campos. Página 4 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0231,"Circulación nacional ""Todo esto está en ti""; obra de circo contemporáneo inspirada en la poesía de Raul Zurita",NO ENCONTRADO,Paula Andrea Jirkal Briones,Fondo de Artes Escénicas,Única,19997974,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,750325,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Paula Andrea Jirkal Briones. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0232,"Circulación nacional obra ""KI, la respiración del tiempo""",NO ENCONTRADO,Natalia Francisca Cuéllar Díaz,Fondo de Artes Escénicas,Única,19295318,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,751317,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Natalia Francisca Cuéllar Díaz. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0233,"Circulación Caudal, por la liberación de las aguas de Teatro LaWasha",NO ENCONTRADO,Lucía Francisca Silva Vegas,Fondo de Artes Escénicas,Única,13657506,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,752798,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Lucía Francisca Silva Vegas. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0234,"""Danza en la Biblioteca"", circulación de unipersonales coreográficos en Bibliotecas Públicas de las Regiones de Los Lagos y Los Ríos.",Centro Cultural Escenalborde,NO ENCONTRADO,Fondo de Artes Escénicas,Única,18404528,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,758373,COMP-0053,Centro Cultural Escenalborde,FUE-0098,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Centro Cultural Escenalborde. Página 5 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0235,Creación de Rutina de cuadro Fijo; Sombras del vuelo,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/Actos y rutinas circenses,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,769526,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 6 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0236,A la deriva,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Composición para Ópera,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,775344,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0237,Fresia,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Composición para Ópera,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,754899,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0238,SE BUSCA A LA RANITA. LA GARZA Y EL ZARAPITO (Investigadores Privados),NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,"Composición escénica/ Guión, diseño y/o construcción de títeres",3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,749195,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 8 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0239,Acantiladas,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Composición coreográfica,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,770034,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0240,Mi sombra en el azul de un reflejo,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Composición coreográfica,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,773684,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 9 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0241,"Tiempo, Velocidad y Distancia",NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Composición coreográfica,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,776419,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 10 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0242,Ecos de vida: Trazos kinéticos,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Composición coreográfica,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,770800,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 10 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0243,La Reina Isabel Primera y las Tácticas de Guerra de los Pueblos del Sur,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/Dramaturgia,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,748330,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 11 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0244,Raza de uno,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/Dramaturgia,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,767819,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 11 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0245,Ana suromai o el gesto de Baubo,NO ENCONTRADO,No aplica,Fondo de Artes Escénicas,Composición escénica/ Interdisciplinar,3500000,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,754377,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: No aplica. Página 12 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0246,Residencia Exploración del lenguaje creativo para la primera infancia. Colectivo Escénico La Enredadera.,NO ENCONTRADO,Milenka Cucurella Farías,Fondo de Artes Escénicas,Residencias de creación,8707400,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,765957,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Milenka Cucurella Farías. Página 13 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0247,RAQ III: Residencias de Arte Queer. 'Memorias Queer de Valparaíso',NO ENCONTRADO,Francisco Javier Díaz Pacheco,Fondo de Artes Escénicas,Residencias de creación,9941363,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,770786,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Francisco Javier Díaz Pacheco. Página 13 del PDF. Comuna no indicada en la nómina (solo región).
FIN-0248,Residencia Litismo: re- conocer cuerpo + sonido + palabra,NO ENCONTRADO,Christopher Camilo Ortega Silva,Fondo de Artes Escénicas,Residencias de creación,9949990,2025,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,artes escénicas,NO ENCONTRADO,seleccionado,767816,NO ENCONTRADO,NO ENCONTRADO,FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Responsable según nómina: Christopher Camilo Ortega Silva. Página 13 del PDF. Comuna no indicada en la nómina (solo región).
