id,url,titulo,publicador,tipo,calidad,fecha_consulta,capa,consulta,notas
FUE-0079,NO ENCONTRADO,"Investigación madre Quinta Escena Podcast — perfil 1 (cita SIGPA, Diario El Trabajo, Rosa FM)","Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. Diario El Trabajo ya localizado y registrado como fuente propia (ver fuente siguiente). URL de la ficha SIGPA (CI8699) y de Rosa FM aún pendientes.
FUE-0080,NO ENCONTRADO,Carta de compromiso y autorización de participación — Quillota.pdf (27 de agosto de 2026),"Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. Datos personales no replicados.
FUE-0081,NO ENCONTRADO,"Investigación madre Quinta Escena Podcast — perfil 4 (cita Antología Enjambre, Fondos de Cultura, Municipalidad de Quillota)","Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. URLs pendientes; folios de Fondos de Cultura verificables en fondosdecultura.cl.
FUE-0082,NO ENCONTRADO,Carta de compromiso y autorización de participación — La Ligua.pdf (22 de agosto de 2026),"Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. Datos personales no replicados.
FUE-0083,NO ENCONTRADO,"Investigación madre Quinta Escena Podcast — perfil 3 (cita El Observador, Ministerio de las Culturas — Recolectores de Memoria, Teatro del Silencio)","Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. Recolectores de Memoria ya localizado y registrado como fuente propia (ver fuente siguiente). Nota de El Observador sobre Valle del Liwa 2024 sigue pendiente.
FUE-0084,https://bitacoraresidencias.cultura.gob.cl/conversaciones-entre-territorios-nelson-rojas-torres-con-vasili-carrillo-nova/,"Conversaciones entre territorios, Nelson Rojas Torres con Vasili Carrillo Nova","Ministerio de las Culturas, las Artes y el Patrimonio — Bitácora Residencias de Arte Colaborativo",institucional,A,2026-09-05,0,importacion data/,"Página institucional dedicada a su participación en la residencia «Recolectores de Memoria» (Lota, 2018), lo describe como «reconocido artista, gestor cultural y dirigente social» de La Ligua."
FUE-0085,NO ENCONTRADO,Carta de compromiso y autorización de participación — Villa alemana.pdf (25 de agosto de 2026),"Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. Datos personales no replicados.
FUE-0086,NO ENCONTRADO,"Investigación madre Quinta Escena Podcast — perfil 5 (cita Municipalidad de Villa Alemana, Compañía de Teatro Alegría en Perú, Registro de organizaciones Ley 19.862)","Proyecto Quinta Escena Podcast, folio 863000",documento-proyecto,F,2026-09-05,0,importacion data/,Documento interno del proyecto Quinta Escena Podcast; no verificable públicamente. URLs pendientes.
FUE-0087,https://www.patrimonioinmaterial.gob.cl/publicaciones/catalogo-companias-de-teatro-tradicional-de-titeres-region-de-valparaiso,Catálogo Compañías de Teatro Tradicional de Títeres. Región de Valparaíso,Subdirección Nacional de Patrimonio Cultural Inmaterial,institucional,A,2026-09-08,1,Q-0001,NO ENCONTRADO
FUE-0088,https://puntos.cultura.gob.cl/valparaiso/,Puntos de Cultura Validados Región de Valparaíso,"Ministerio de las Culturas, las Artes y el Patrimonio — Programa Puntos de Cultura Comunitaria",institucional,A,2026-09-08,1,Q-0001,"Listado de 87 organizaciones por comuna. La página no describe el ámbito de la mayoría; solo el nombre permite inferirlo, por lo que los ámbitos quedan como 'por confirmar' salvo que el nombre lo diga."
FUE-0089,https://www.cultura.gob.cl/eventos-actividades/mas-de-60-actividades-artisticas-gratuitas-ofrecera-la-red-de-espacios-culturales-de-la-region-de-valparaiso/,Más de 60 actividades artísticas gratuitas ofrecerá la Red de Espacios Culturales de la Región de Valparaíso,"Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,1,Q-0001,Nota del 7 de octubre de 2020. Lista los 27 espacios de la Red de Espacios Culturales regional y actividades entre octubre de 2020 y marzo de 2021 sin fechas exactas.
FUE-0090,https://www.cultura.gob.cl/convocatorias/18-espacios-culturales-de-la-region-de-valparaiso-obtienen-recursos-para-su-funcionamiento/,18 espacios culturales de la Región de Valparaíso obtienen recursos para su funcionamiento,"Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,1,Q-0001,"Nota del 12 de agosto de 2020. PAOCC 2020, 18 beneficiarios con montos; total regional $290.264.670."
FUE-0091,https://www.cultura.gob.cl/actualidad/fondos-cultura-2025-mas-de-6-mil-millones-para-la-region-de-valparaiso/,Fondos Cultura 2025: más de $ 6 mil millones para la Región de Valparaíso,"Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,1,Q-0001,"Nota del 30 de enero de 2025. Fondo de Artes Escénicas: 55 proyectos regionales, $767.716.539. Fondart Regional: 47 proyectos, $694.101.582. Nombra proyectos destacados sin organización responsable."
FUE-0092,https://www.cultura.gob.cl/actualidad/seis-mil-millones-para-la-region-de-valparaiso-entregaran-los-fondos-cultura-2026/,Seis mil millones para la Región de Valparaíso entregarán los Fondos Cultura 2026,"Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,1,Q-0001,"Nota del 28 de enero de 2026. Fondo de Artes Escénicas: 43 proyectos regionales, $544.276.713. Fondart Regional: 52 proyectos, $753.978.067."
FUE-0093,https://www.cultura.gob.cl/redcultura/espacios-culturales-bajo-convenio-region-de-valparaiso/,Espacios Culturales Bajo Convenio Región de Valparaíso,"Ministerio de las Culturas, las Artes y el Patrimonio — Programa Red Cultura",institucional,A,2026-09-08,1,Q-0001,Seis espacios bajo convenio Red Cultura.
FUE-0094,https://www.fondosdecultura.cl/wp-content/uploads/2026/01/seleccionados-aaee-2026-enero.pdf,"Nóminas de seleccionados Fondo de Artes Escénicas 2026 (líneas Creación Escénica, Montajes, Circulación Nacional, Difusión Digital, Equipamiento, Investigación, Programas Formativos)","Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0061,NO ENCONTRADO
FUE-0095,https://www.fondosdecultura.cl/wp-content/uploads/2025/12/seleccionados-aaee-2026.pdf,"Nóminas de seleccionados Fondo de Artes Escénicas 2026 (Becas Chile Crea, Festivales y Encuentros)","Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0061,NO ENCONTRADO
FUE-0096,https://www.fondosdecultura.cl/wp-content/uploads/2026/01/SELECCIONADOS-CIRCULACION-AAEE-2026.pdf,Nómina de seleccionados Línea Circulación Internacional de Artes Escénicas 2026,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0061,NO ENCONTRADO
FUE-0097,https://www.fondosdecultura.cl/wp-content/uploads/2026/01/seleccionados-fondart-regional-2026.pdf,Nóminas de seleccionados Fondart Regional 2026,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0061,NO ENCONTRADO
FUE-0098,https://www.fondosdecultura.cl/wp-content/uploads/2025/01/SELECCIONADOS-FAAEE-2025.pdf,Nóminas de seleccionados Fondo de Artes Escénicas 2025 (líneas notificadas en enero 2025),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0058,NO ENCONTRADO
FUE-0099,https://www.fondosdecultura.cl/wp-content/uploads/2024/12/SELECCIONADOS-AAEE-2025.pdf,Nóminas de seleccionados Fondo de Artes Escénicas 2025 (líneas notificadas en diciembre 2024),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0058,NO ENCONTRADO
FUE-0100,https://www.fondosdecultura.cl/wp-content/uploads/2025/01/Seleccion-FR-enero.pdf,Nómina de seleccionados Fondart Regional 2025 (enero 2025),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0058,NO ENCONTRADO
FUE-0101,https://www.fondosdecultura.cl/wp-content/uploads/2024/12/SELECCIONADOS-FONDART-REGIONAL-2025.pdf,Nómina de seleccionados Fondart Regional 2025 (diciembre 2024),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0058,NO ENCONTRADO
FUE-0102,https://www.fondosdecultura.cl/wp-content/uploads/2025/01/SELECCIONADOS-FN-2025.pdf,"Nómina de seleccionados Fondart Nacional 2025 (Creación Artística, Infraestructura Cultural)","Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0103,https://www.fondosdecultura.cl/wp-content/uploads/2024/12/SELECCIONADOS-2025-FN-BCC.pdf,Nómina de seleccionados Fondart Nacional 2025 — Becas Chile Crea,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0104,https://www.fondosdecultura.cl/wp-content/uploads/2024/03/SELECCIONADOS-FC2024-AAEE.pdf,Nómina de seleccionados Fondo Nacional de las Artes Escénicas 2024 (marzo 2024),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0105,https://www.fondosdecultura.cl/wp-content/uploads/2023/12/SELECCIONADOS-FC2024_AAEE.pdf,Nómina de seleccionados Fondo Nacional de las Artes Escénicas 2024 (diciembre 2023),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0106,https://www.fondosdecultura.cl/wp-content/uploads/2024/08/SELECCIONADOS-RESIDENCIAS-AAEE.pdf,Seleccionados Programa de Residencias Internacionales en Artes Escénicas 2024,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0107,https://www.fondosdecultura.cl/wp-content/uploads/2024/06/NominaSeleccionados-Paocc_teatro.pdf,Nómina de seleccionados Convocatoria Compañías de trayectoria de artes escénicas (PAOCC) 2024,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0009,NO ENCONTRADO
FUE-0108,https://www.fondosdecultura.cl/wp-content/uploads/2024/02/SELECCIONADOS-LINEA-DE-ASISTENCIA-A-INSTANCIAS-INTERNACIONALES.pdf,Seleccionados Línea Asistencia a Instancias Internacionales en Artes Escénicas 2024,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0109,https://www.fondosdecultura.cl/wp-content/uploads/2024/01/Resultados-1er-llamado-CirculacionInternacioanlAAEE2024.pdf,Resultados primer llamado Circulación Internacional de Artes Escénicas 2024,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0110,https://www.fondosdecultura.cl/wp-content/uploads/2024/05/Nomina-SELECCIONADOS-2doLLAMADO2024.pdf,Nómina de seleccionados segundo llamado Circulación Internacional de Artes Escénicas 2024,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0111,https://www.fondosdecultura.cl/wp-content/uploads/2024/01/SELECCIONADOS-MND-2023_AAEE-RESULTADOS-MND.pdf,Seleccionados XXI Muestra Nacional de Dramaturgia,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0112,https://www.fondosdecultura.cl/wp-content/uploads/2024/01/SELECCIONADOS-EC-2023_AAEE.pdf,Seleccionados X Encuentros Coreográficos Nacionales,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0113,https://www.fondosdecultura.cl/wp-content/uploads/2024/03/SELECCIONADOS-FDRT-REGIONAL2024-SEGUNDO-LLAMADO.pdf,Seleccionados Fondart Regional 2024 segundo llamado (marzo 2024),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0114,https://www.fondosdecultura.cl/wp-content/uploads/2023/12/SELECCION-FDRT-REGIONAL2024-EXENTA-RESULTADOS-DICIEMBRE-2023.pdf,Selección Fondart Regional 2024 (resultados diciembre 2023),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0059,NO ENCONTRADO
FUE-0115,https://www.fondosdecultura.cl/wp-content/uploads/2024/03/Seleccionados-FN-2024-2DA.pdf,Seleccionados Fondart Nacional 2024 — Creación artística e Infraestructura cultural (marzo 2024),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0116,https://www.fondosdecultura.cl/wp-content/uploads/2023/12/seleccionados-FN-2024.pdf,Seleccionados Fondart Nacional 2024 — Becas Chile Crea e Investigación (diciembre 2023),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0117,https://www.fondosdecultura.cl/wp-content/uploads/2023/01/SELECCIONADOS-AAEE-2023.pdf,Seleccionados Fondo de Artes Escénicas 2023,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0118,https://www.fondosdecultura.cl/wp-content/uploads/2022/12/SELECCIONADOS-AAEE-FESTIVALES-ENCUENTROS-2023.pdf,Seleccionados Fondo de Artes Escénicas 2023 — Festivales y Encuentros,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0119,https://www.fondosdecultura.cl/wp-content/uploads/2023/02/SELECCIONADOS-CIRCULACION-INTERNACIONAL-2023.pdf,Seleccionados Circulación Internacional de Artes Escénicas 2023 (primer llamado),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0120,https://www.fondosdecultura.cl/wp-content/uploads/2023/05/Seleccionados-2dollamado-Circulacion-inter-AAEE2023-1.pdf,Seleccionados Circulación Internacional de Artes Escénicas 2023 (segundo llamado),"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0121,https://www.fondosdecultura.cl/wp-content/uploads/2023/01/seleccionados-FN-2023.pdf,Seleccionados Fondart Nacional 2023,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0122,https://www.fondosdecultura.cl/wp-content/uploads/2023/01/seleccionados-fondart-regional-2023.pdf,Seleccionados Fondart Regional 2023,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0123,https://www.fondosdecultura.cl/wp-content/uploads/2022/12/SELECCIONADOS-FREGIONAL-FESTIVALES-2023.pdf,"Seleccionados Fondart Regional 2023 — Festivales, Mercados, Ferias y Exposiciones","Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0124,https://www.fondosdecultura.cl/wp-content/uploads/2022/01/SELECCIONADOS-FAAEE-2022.pdf,Seleccionados Fondo de Artes Escénicas 2022,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0125,https://www.fondosdecultura.cl/wp-content/uploads/2021/12/SELECCIONADOS-FAAEE-2022-Festivales.pdf,Seleccionados Fondo de Artes Escénicas 2022 — Festivales y Encuentros,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0126,https://www.fondosdecultura.cl/wp-content/uploads/2022/06/SELECCIONADOS-FAAEE22-CIRCULACION_INTERv2.pdf,Seleccionados Circulación Internacional de Artes Escénicas 2022,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0127,https://www.fondosdecultura.cl/wp-content/uploads/2022/01/SELECCIONADOS-FNACIONAL-2022.pdf,Seleccionados Fondart Nacional 2022,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0128,https://www.fondosdecultura.cl/wp-content/uploads/2021/12/NOMINA_SELECCIONADOS-FN22_FESTIVALES.pdf,"Seleccionados Fondart Nacional 2022 — Festivales, Ferias y Encuentros","Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0063,NO ENCONTRADO
FUE-0129,https://www.fondosdecultura.cl/wp-content/uploads/2022/01/SELECCIONADOS-FREGIONAL2022.pdf,Seleccionados Fondart Regional 2022,"Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0130,https://www.fondosdecultura.cl/wp-content/uploads/2021/12/RESULTADOS-FDRT-REGIONAL2022.pdf,"Resultados Fondart Regional 2022 — Festivales, Ferias y Carnavales","Ministerio de las Culturas, las Artes y el Patrimonio — Fondos Cultura",institucional,A,2026-09-08,5,Q-0060,NO ENCONTRADO
FUE-0131,https://centex.cultura.gob.cl/con-ocho-montajes-en-ocho-espacios-distintos-valparaiso-celebra-mes-del-teatro/,Ciudad Teatro: con ocho montajes en ocho espacios distintos Valparaíso celebra el Mes del Teatro,"Centex — Centro de Extensión del Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,3,Q-0024,Nota de 2025 con programa completo: 8 funciones entre el 5 y el 11 de mayo de 2025 en Valparaíso. Gratuidad no especificada.
FUE-0132,https://centex.cultura.gob.cl/evento/ciudad-teatro/,Ciudad Teatro — Centex,"Centex — Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,3,Q-0024,NO ENCONTRADO
FUE-0133,https://valpocultura.cl/eventos/categoria/teatro/,Eventos › Teatro — Valpocultura,Valpocultura,directorio,E,2026-09-08,3,Q-0024,"Agenda cultural agregadora; consultada en septiembre de 2026 (35 eventos, la mayoría entradas de la cartelera de la Sala Negra UV)."
FUE-0134,https://www.telon.cl/noticias/tags/valpara%C3%ADso,Valparaíso | Cartelera — Telón.cl,Telón.cl,prensa,C,2026-09-08,3,Q-0024,"Índice de noticias etiquetadas Valparaíso (2018–2024); las notas individuales no indican año en el índice, por eso no se registran funciones desde aquí."
FUE-0135,https://historiadelteatroenvalparaiso.cl/,Historia del teatro en Valparaíso (plataforma digital),"historiadelteatroenvalparaiso.cl (proyecto de Verónica Sentis Herrmann, Fondo de Artes Escénicas 2025)",academico,C,2026-09-08,5,Q-0058,"El sitio prohíbe el acceso de agentes automáticos (robots.txt: ClaudeBot Disallow) y su señal de contenido es 'use=reference'; por respeto a esa política no se extrajo contenido. Queda como referencia para consulta manual: panoramas por década, salas creadas por período, compañías."
FUE-0136,https://g5noticias.cl/2026/05/07/ciudad-teatro-2026-vuelve-el-encuentro-territorial-de-teatro-porteno-con-8-montajes-en-20-dias-a-precios-populares/,CIUDAD TEATRO 2026: Vuelve el encuentro territorial de teatro porteño con 8 montajes en 20 días a precios populares,G5noticias,prensa,C,2026-09-08,4,Q-0042,Nota del 7 de mayo de 2026. Programa completo del 8 al 28 de mayo de 2026; organiza Sala Pascal 79 con financiamiento PAOCC. No indica precios ni direcciones escénicas.
FUE-0137,https://teatrovina.cl/,Teatro Municipal Viña del Mar (sitio oficial),Teatro Municipal de Viña del Mar — Municipalidad de Viña del Mar,oficial,B,2026-09-08,4,Q-0042,"Consultado en septiembre de 2026: dirección, contacto institucional y programación del mes."
FUE-0138,https://comunitariolascanas.cl/,Centro Comunitario Las Cañas (sitio oficial),Centro Comunitario Las Cañas,oficial,B,2026-09-08,4,Q-0042,"La sección Programación describe talleres, residencias y escuela de verano sin fechas exactas."
FUE-0139,https://www.instagram.com/comunitariolascanas/,Centro Comunitario Las Cañas (@comunitariolascanas),Instagram,red-social,D,2026-09-08,4,Q-0042,Cuenta localizada vía buscador; no se abrió directamente.
FUE-0140,https://g5noticias.cl/2026/09/04/puntos-de-fuga-llega-este-sabado-a-la-calera-con-musica-teatro-y-folclor-de-tres-comunas/,"Puntos de Fuga llega este sábado a La Calera con música, teatro y folclor de tres comunas",G5noticias,prensa,C,2026-09-08,9,Q-0296,"Nota del 4 de septiembre de 2026. 'Trenzando Puntos de Fuga' es una iniciativa de la Red Ramal Cultural articulada con la Seremi de las Culturas y las municipalidades; 2025 primera etapa, 2026 segunda con 12 comunas: Quintero, Concón, Zapallar, Olmué, La Calera, Quillota, Papudo, Petorca, Cabildo, Puchuncaví, La Cruz y Limache."
FUE-0141,https://www.munipuchuncavi.cl/2.0/sitio10/index.php?subaction=sh&num=283,Compañía de Teatro Puquigre continúa celebrando sus 35 años de vida (nota municipal),Ilustre Municipalidad de Puchuncaví,institucional,A,2026-09-08,9,Q-0296,"La nota no muestra fecha; menciona función del 10 de junio en el Gimnasio Municipal de Puchuncaví y del sábado 1 de julio, 19:00, en la sede Caracol de Horcón, con 'La Mariita'."
FUE-0142,https://munipuchuncavi.cl/2.0/sitio10/index.php?num=270,Municipalidad de Puchuncaví — nota sobre la Compañía de Teatro PUQUIGRE,Ilustre Municipalidad de Puchuncaví,institucional,A,2026-09-08,9,Q-0296,"Según el resumen del buscador: 'agrupación de vecinos de Puchuncaví, Quintero y La Greda… desde 1982'. Al abrir la página el contenido visible no incluía ese párrafo; el dato queda como pendiente de confirmación directa."
FUE-0143,https://www.munipuchuncavi.cl/pdf/organizaciones/organizacionescom2025.pdf,Registro de organizaciones comunitarias 2025 — Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,institucional,A,2026-09-08,9,Q-0296,"Según el buscador, registra 'Grupo de Teatro Cultural y Social Puquigre'. PDF no abierto directamente."
FUE-0144,https://diariolaquinta.cl/2025/07/29/cultura-terrapolis-obra-que-aborda-la-crisis-medioambiental-de-quintero-y-puchuncavi-vuelve-a-la-region-de-valparaiso/,'Terrapolis': Obra que aborda la crisis medioambiental de Quintero y Puchuncaví vuelve a la Región de Valparaíso,Diario La Quinta,prensa,C,2026-09-08,9,Q-0296,Nota del 29 de julio de 2025 con gira regional de agosto de 2025.
FUE-0145,https://culturizarte.cl/terrapolis-obra-que-aborda-la-crisis-medioambiental-de-quintero-y-puchuncavi-continua-su-recorrido-tras-estreno-en-santiago-con-foro-medioambiental-en-centro-cultural-de-espana/,Terrapolis continúa su recorrido tras estreno en Santiago,Culturizarte,prensa,C,2026-09-08,9,Q-0296,Solo resumen del buscador: la obra se exhibió en Quintero en colaboración con el Centro Cultural Alejandro Castro.
FUE-0146,https://chilecultura.gob.cl/events/10550/,"La Plaza, de la Compañía de Marionetas Moviendo Hilos, en la comuna de Putaendo","Chile Cultura — Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,9,Q-0296,"Ficha de evento: 12 de marzo de 2021, 15:00, Escuela María Leiva de Las Coimas, Putaendo; gratuito; 40 minutos; organiza Escenalborde en el programa Artes Escénicas Itinerantes Regionales."
FUE-0147,https://eltrabajo.cl/web/primera-edicion-del-festival-escolar-de-teatro-se-realizo-con-exito-en-putaendo/,Primera edición del Festival Escolar de Teatro se realizó con éxito en Putaendo,Diario El Trabajo (San Felipe),prensa,C,2026-09-08,9,Q-0296,Nota del 29 de agosto de 2024.
FUE-0148,https://municipiocabildo.cl/teatro-municipal/,Teatro Municipal de Cabildo — Municipio de Cabildo,Ilustre Municipalidad de Cabildo,institucional,A,2026-09-08,9,Q-0296,"Ficha oficial del teatro: dirección, capacidad 350, historia (cine desde los años 1920, edificio actual de 1956), administración por la Unidad de Deportes, Turismo, Cultura y Recreación."
FUE-0149,https://magazine.cranberrychic.com/culto-2024-en-el-teatro-de-zapallar/,Culto 2024 en el Teatro de Zapallar,Cranberry Chic (revista),prensa,C,2026-09-08,9,Q-0296,"Octava Quincena Cultural de Zapallar, 30 de diciembre de 2023 al 14 de enero de 2024, en el Teatro de Zapallar, administrado por la Fundación Municipal de Cultura de Zapallar."
FUE-0150,https://www.munizapallar.cl/historia,Historia — Ilustre Municipalidad de Zapallar,Ilustre Municipalidad de Zapallar,institucional,A,2026-09-08,9,Q-0296,"Según el buscador, la primera iglesia de Zapallar es el actual Teatro de Zapallar; la página no pudo leerse completa (contenido truncado)."
FUE-0151,https://registros19862.gob.cl/institucion/65161461/ficha,Fundación Municipal de Cultura de Zapallar — Registro Ley 19.862,Registro de Personas Jurídicas Receptoras de Fondos Públicos (Ley 19.862),institucional,A,2026-09-08,9,Q-0296,Ficha registral (RUT 65.161.461-9); no abierta directamente.
FUE-0152,https://ccac.resistencias.net/,Centro Cultural Alejandro Castro,Centro Cultural Alejandro Castro,oficial,B,2026-09-08,9,Q-0296,"Sitio propio: homenaje a un activista contra la contaminación de la bahía; parte del proyecto 'Las resistencias que reparan'. Facebook @CCAC2021, Instagram @ccac_2821. No indica comuna ni dirección."
FUE-0153,https://www.instagram.com/rec_regvalparaiso/,Red de Espacios Culturales de Valparaíso (@rec_regvalparaiso),Instagram,red-social,D,2026-09-08,9,Q-0296,"Según el resumen del buscador: fundada en 2014 en el marco de Red Cultura; 34 espacios en cinco territorios (Ramal, Valle del Aconcagua, Viña del Mar, Valparaíso, Litoral de los Poetas)."
FUE-0154,https://festivalvalledelliwa.cl/wp-content/uploads/2024/02/Bases-Convocatoria-2024.pdf,Bases Convocatoria 4º Festival de Teatro y Todas las Artes Valle del Liwa (2024),Festival Valle del Liwa,oficial,B,2026-09-08,9,Q-0296,"El dominio festivalvalledelliwa.cl no resolvía en septiembre de 2026 (DNS); datos del resumen del buscador: cuarta versión 2024, cerca de 100 artistas, cada compañía debe realizar una mediación en establecimiento educacional o sector comunitario."
FUE-0155,https://g5noticias.cl/2026/09/08/el-centro-cultural-leopoldo-silva-reynoard-despliega-una-variada-cartelera-de-arte-cine-teatro-y-folklore-para-esta-semana/,"El Centro Cultural Leopoldo Silva Reynoard despliega una variada cartelera de arte, cine, teatro y folklore para esta semana",G5noticias,prensa,C,2026-09-08,3,Q-0038,Nota del 8 de septiembre de 2026 (programación municipal de Quillota).
FUE-0156,https://chilecultura.gob.cl/events/3197/,Ciclo de Teatro Familiar de Quillota,"Chile Cultura — Ministerio de las Culturas, las Artes y el Patrimonio",institucional,A,2026-09-08,3,Q-0038,"Ficha de evento de 2019: cuatro obras en tres días (18, 19 y 20 de julio de 2019), $2.000, Centro Cultural Leopoldo Silva Reynoard, Avenida 21 de Mayo 200, Quillota. La ficha no asigna cada obra a un día."
