id,nombre,roles,companias,companias_nombre,comuna,comuna_nombre,provincia,obras_dirigidas,obras_dirigidas_nombre,formacion,trayectoria,instagram,web,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
PER-0041,Laura Cristina Corona Espinoza,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «EL MIMBRAL. Cuento danzado para la infancia» (Fondo de Artes Escénicas 2026, Danza). Comuna no indicada en la nómina (solo región). Responsable del proyecto «HUACA - Cartografía danzada de un territorio -» (Fondo de Artes Escénicas 2025, Danza). Comuna no indicada en la nómina (solo región)."
PER-0042,Paz Carolina Varas Pérez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Creación y producción de la obra de Danza Contemporanea E.P.O.C. Entidad Poderosa de Orden y Control» (Fondo de Artes Escénicas 2026, Danza). Comuna no indicada en la nómina (solo región)."
PER-0043,Mariela Carla Peralta Ferroni,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «PROYECTO DE CREACIÓN Y PRODUCCIÓN DE LA OBRA DE DANZA CONTEMPORÁNEA : CORPUS SENSORIAL» (Fondo de Artes Escénicas 2026, Danza). Comuna no indicada en la nómina (solo región)."
PER-0044,Ingrid Alejandra Flores Mondaca,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Más allá de las ruinas, un espectáculo de ciencia ficción dirigido por Ingrid Flores Moncada» (Fondo de Artes Escénicas 2026, Circo). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Más allá de las ruinas, un espectáculo de ciencia ficción dirigido por Ingrid Flores Moncada» (Fondo de Artes Escénicas 2025, Circo). Comuna no indicada en la nómina (solo región)."
PER-0045,Viviana De lourdes Hernandez Silva,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «El niño y los sortilegios de M. Ravel - Fantasía lirica en clave de fabula.» (Fondo de Artes Escénicas 2026, Ópera). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Ardid de amor - Una comedia de enredos en el chile colonial, opera de Roberto Puelma» (Fondo de Artes Escénicas 2025, Ópera). Comuna no indicada en la nómina (solo región)."
PER-0046,Zenith Claudia Navarrete Ruiz,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0098 | FUE-0105 | FUE-0110 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Cuéntame de Valparaíso Bohemio.» (Fondo de Artes Escénicas 2026, Narración Oral). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Memorias en Tren: Lo que me han contado» (Fondo de Artes Escénicas 2026, Grupo A). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Secretos de mujeres» (Fondo de Artes Escénicas 2025, Narración oral). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Tecnicas Teatrales para la Narración Oral Escénica» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Wellcome to the Train - Bienvenidos al Tren» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Memorias en tren» (Fondo de Artes Escénicas 2022, Composición Escénica/Cuentos y/o Mecanismos para la Narración Oral). Comuna no indicada en la nómina (solo región)."
PER-0047,Priscila Marlene Figueroa Uribe,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Kamishibai Itinerante, cuentacuentos sonoro para promover nuestra identidad del valle a la ciudad» (Fondo de Artes Escénicas 2026, Narración Oral). Comuna no indicada en la nómina (solo región)."
PER-0048,Magda Raquel Sánchez Martínez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Cuentos del mundo: Historias que viajan» (Fondo de Artes Escénicas 2026, Narración Oral). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Primer Festival Itinerante de Narración Oral del Valle del Aconcagua» (Fondo de Artes Escénicas 2026, Regionales). Comuna no indicada en la nómina (solo región)."
PER-0049,Jasson Guillermo Guaico Nuñez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «NIÑO ZOMBIE y el oráculo personal.» (Fondo de Artes Escénicas 2026, Títeres). Comuna no indicada en la nómina (solo región)."
PER-0050,Eric Estrada Vega,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «""El viaje de Mamadú"" Un encuentro con la raíz en el sur del mundo» (Fondo de Artes Escénicas 2026, Títeres). Comuna no indicada en la nómina (solo región)."
PER-0051,Sebastián Fernando Farah Rodríguez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0098,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «VIDA Y HAZAÑAS DEL SEÑOR ERIK SATIE, FONOMETRÓGRAFO» (Fondo de Artes Escénicas 2026, Títeres). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Formación Lambesur» (Fondo de Artes Escénicas 2025, Profesionalización del sector). Comuna no indicada en la nómina (solo región)."
PER-0052,René Leonardo Rojas Escalona,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Un marciano en Júpiter creación y producción de obra de teatro de marionetas por la diversidad y la inclusión social» (Fondo de Artes Escénicas 2026, Títeres). Comuna no indicada en la nómina (solo región)."
PER-0053,Daniel Alexis Silva Escobar,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «El Piuchén de Paihuén: Miniatura escénica del misterio campesino.» (Fondo de Artes Escénicas 2026, Títeres). Comuna no indicada en la nómina (solo región)."
PER-0054,Stefanis Magdalena Duarte Pinto,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0099,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «VACIO. Tercera parte de la trilogía de la distancia.» (Fondo de Artes Escénicas 2026, Interdisciplinar). Comuna no indicada en la nómina (solo región). Responsable del proyecto «""Del Teatro del Silencio a la Ruta del Teatro de Calle""» (Fondo de Artes Escénicas 2025, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0055,Olinda Inés Melchor Lara,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «“Con la cabeza en las nubes”, obra teatral en formato distendido pensado en todas las infancias» (Fondo de Artes Escénicas 2026, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
PER-0056,Eduardo Nicolás Cancino Said,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Derrumbe: La piedra que supo que antes fue estrella.» (Fondo de Artes Escénicas 2026, Interdisciplinar). Comuna no indicada en la nómina (solo región)."
PER-0057,Milca Nicole Galea Robles,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0108 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «La Cultura de la Orilla» (Fondo de Artes Escénicas 2026, Interdisciplinar). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Corredor Danza Valparaíso - Feria Internacional de Danza Tanzmesse NRW» (Fondo de Artes Escénicas 2024, Asistencia a Instancias Internacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Cooperativa Corredor Danza Valparaíso, asociatividad como estrategia para la sustentabilidad del trabajo» (Fondo de Artes Escénicas 2022, Fomento a la Asociatividad). Comuna no indicada en la nómina (solo región)."
PER-0058,Alexandra Mabes Villegas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación Nacional Cu/ cuerpo infinito» (Fondo de Artes Escénicas 2026, Grupo A). Comuna no indicada en la nómina (solo región)."
PER-0059,Patricio Alejandro Nuñez rojas,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «""Tripulación Paraíso, abriendo horizontes, Circulación Esperanza""» (Fondo de Artes Escénicas 2026, Grupo B). Comuna no indicada en la nómina (solo región). Responsable del proyecto «""TRIPULACION PARAISO"",DISPARATE CIRCO ROCK, PURO CIRCO CHILENO.» (Fondo de Artes Escénicas 2022, Trayectoria/Circo). Comuna no indicada en la nómina (solo región)."
PER-0060,Nicole Constanza Rencoret Torres,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Encuentro cultural con la comunidad. Itinerancia teatral por la región de OHiggins y del Maule» (Fondo de Artes Escénicas 2026, Grupo B). Comuna no indicada en la nómina (solo región)."
PER-0061,Sara Sophia Cecchetto Schmidlin,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Circulación de montaje de narración oral ""Cuentos de Verde y Mar""» (Fondo de Artes Escénicas 2026, Grupo B). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Joaquín y el Burro obra interdisciplinar para la primera infancia» (Fondo de Artes Escénicas 2022, Trayectoria/ Interdisciplinar). Comuna no indicada en la nómina (solo región)."
PER-0062,Ruby Camila Parraguez Padilla,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Memorias de la danza escénica en la región de Valparaíso: Por una historia de la danza regional, 1973- 2025» (Fondo de Artes Escénicas 2026, Investigación teórica). Comuna no indicada en la nómina (solo región)."
PER-0063,Valentina Fuentes Durán,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0098 | FUE-0117 | FUE-0124 | FUE-0126,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «VOCES ESCÉNICAS: programa de perfeccionamiento vocal para artistas escénicos» (Fondo de Artes Escénicas 2026, Profesionalización del sector). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Voces Escénicas: programa de perfeccionamiento vocal para artistas escénicos» (Fondo de Artes Escénicas 2025, Profesionalización del sector). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Biomecánica para la eficacia de la producción vocal en la actuación teatral» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Formación en el Centro Internacional Artístico Roy Hart» (Fondo de Artes Escénicas 2022, Becas de Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Residencia artística Centro Artístico Internacional Roy Hart» (Fondo de Artes Escénicas 2022, Participación en Instancias Internacionales - Formato Individual o Dúo - Presencial). Comuna no indicada en la nómina (solo región)."
PER-0064,Paloma Gabriela Molina Fuentealba,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Tejiendo Identidades: Marionetas del Mar y la Tierra» (Fondo de Artes Escénicas 2026, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
PER-0065,Alexandra Catalina Farías Aguirre,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Programa Formativo “Saberes Futuro: prácticas escénicas para socias/os del Centro de Quilpué de la Unión Nacional y vecinas/os de El Retiro y El Sol”.» (Fondo de Artes Escénicas 2026, Públicos y comunidades). Comuna no indicada en la nómina (solo región)."
PER-0066,Pablo Ignacio Abarca Carrazana,Responsable de proyecto (Fondos Cultura) | Gestor/a cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0094 | FUE-0095 | FUE-0099 | FUE-0104 | FUE-0105 | FUE-0117 | FUE-0118 | FUE-0124 | FUE-0125,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «ENAES: 3era Escuela de Artes Escénicas para la Comunidad Sorda» (Fondo de Artes Escénicas 2026, Públicos y comunidades). Comuna no indicada en la nómina (solo región). Responsable del proyecto «ENAI 2026 Quinto Encuentro de Artes Escénicas para la Comunidad Sorda» (Fondo de Artes Escénicas 2026, Nacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «ENAI 2025 Cuarto Encuentro de Artes Escénicas para la Comunidad Sorda» (Fondo de Artes Escénicas 2025, Festivales y encuentros nacionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Residencia de Creación: Teatro de Sordos y Vernáculo Visual» (Fondo de Artes Escénicas 2024, Residencias de creación). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Tercer Encuentro de narración accesible e inclusiva: ENAI 2024 Valparaíso» (Fondo de Artes Escénicas 2024, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Pasantía en Teatro corporal accesible para la comunidad sorda» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Escuela de Artes Escénicas para la comunidad sorda ARTESCESOR modalidad Presencial» (Fondo de Artes Escénicas 2024, Profesionalización del sector). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Pasantía Área de Investigaciones en Mimo UBA Argentina» (Fondo de Artes Escénicas 2023, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Segundo Encuentro de narración accesible e inclusiva: ENAI 2023» (Fondo de Artes Escénicas 2023, Festivales y encuentros regionales). Comuna no indicada en la nómina (solo región). Responsable del proyecto «""Cuéntamelo a los ojos"": espectáculo de narración gestual para la comunidad sorda» (Fondo de Artes Escénicas 2022, Creación y Producción/Narración Oral). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Primer Encuentro regional de narración inclusiva: contemos con otros sentidos» (Fondo de Artes Escénicas 2022, Festivales y Encuentros Regionales). Comuna no indicada en la nómina (solo región). Responsable de ENAI (2022–2026), ENAES (2026), ARTESCESOR (2024), 'Cuéntamelo a los ojos' (2022) y residencia 'Teatro de Sordos y Vernáculo Visual' (2024): artes escénicas y comunidad sorda."
PER-0067,María Luisa Gutiérrez Godoy,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Estudios de Magíster en Patrimonio, Universidad de Valparaíso: Metodologías Escénicas para la Mediación del Patrimonio Inmaterial» (Fondo de Artes Escénicas 2026, Magíster, máster o maestría). Comuna no indicada en la nómina (solo región)."
PER-0068,Nicolas Fernando Mayorga Ramirez,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «beca para Magister en Practicas Coreográficas / Nicolás Mayorga Ramírez» (Fondo de Artes Escénicas 2026, Magíster, máster o maestría). Comuna no indicada en la nómina (solo región)."
PER-0069,Jacinta María Egaña Kaulen,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0098 | FUE-0105,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Formación en Teatro Balinés: profundizando el puente en Indonesia y Chile» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Azul y el bosque extinto, montaje interdisciplinar para infancias» (Fondo de Artes Escénicas 2025, Interdisciplinar). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Escuela de máscara y movimiento para la creación escénica» (Fondo de Artes Escénicas 2025, Profesionalización del sector). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Formación en Teatro Topeng, un puente entre Indonesia y Chile» (Fondo de Artes Escénicas 2024, Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0070,Catherine Jara Rebolledo,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Perfeccionamiento intensivo y especializado en la disciplina del Clown, Argentina.» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0071,María Ignacia Millán Azagra,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Territorios que cuidan: salud, cultura y comunidad desde la Gestión Cultural» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región)."
PER-0072,Carlos Andrés Craig Sepúlveda,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0117 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Diplomado en Teatro aplicado en educación, salud y comunidad» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Programa de formación en artes escénicas, para personas mayores de la comunidad de Villa Alemana» (Fondo de Artes Escénicas 2023, Públicos y comunidades). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Programa de formación en artes escénicas, para personas mayores de la comunidad de Villa Alemana» (Fondo de Artes Escénicas 2022, Públicos y Comunidades). Comuna no indicada en la nómina (solo región)."
PER-0073,Dixi Candy Gonzalez Gamboa,Responsable de proyecto (Fondos Cultura),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0095 | FUE-0109 | FUE-0124,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Responsable del proyecto «Programa de profundización y perfeccionamiento teórico-práctico en nar ración oral contemporánea. con el Maestro Juan Martin Tapia» (Fondo de Artes Escénicas 2026, Especialización y perfeccionamiento). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Participación en XI Encuentro Internacional de Narradores Orales ""·Cántaro de Cuentos"". Itagui Colombia.» (Fondo de Artes Escénicas 2024, Circulación Internacional). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Programa de formación en Método Alba Emoting» (Fondo de Artes Escénicas 2022, Becas de Especialización y Perfeccionamiento). Comuna no indicada en la nómina (solo región)."
