id,nombre,alias,comuna,comuna_nombre,provincia,localidad,direccion,tipo_espacio,capacidad,administracion,programacion_teatral,companias,companias_nombre,web,instagram,facebook,correo,telefono,lat,lng,descripcion,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
ESP-0032,Cine Arte de Viña del Mar,NO ENCONTRADO,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Sala teatral,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0090,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Beneficiaria PAOCC 2020 ($17.998.000). Sala de cine; programación teatral no confirmada.
ESP-0033,Centro Comunitario Las Cañas,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Cerro Las Cañas,"Camino Uno 1115, Cerro Las Cañas, Valparaíso",Centro comunitario,NO ENCONTRADO,comunitario,sí,COMP-0043 | COMP-0073,La Bayka | Teatro La Washa,https://comunitariolascanas.cl/,https://www.instagram.com/comunitariolascanas/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088 | FUE-0131 | FUE-0132 | FUE-0069 | FUE-0136 | FUE-0138 | FUE-0139,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Punto de Cultura Comunitaria; sede del Festival Ventolera según fichas de compañías de títeres. Sede de Ciudad Teatro 2025 ('Fofi el cachorro', La Bayka). Sede del IV Festival Ventolera (20 de octubre de 2024) y de 'Vuela' (Teatro La Washa, Ciudad Teatro, 17 de mayo de 2026)."
ESP-0034,Centro Cultural Playa Ancha,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Playa Ancha,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0035,Anfiteatro Barón Lui Mongo Centro Cultural Deportivo y Comunitario,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Cerro Barón,NO ENCONTRADO,Centro comunitario,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088 | FUE-0115,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Punto de Cultura Comunitaria. Programación teatral no confirmada. 'Formación artística comunitaria desde el Anfiteatro Lui Mongo' (Fondart Regional 2024, $9.783.352)."
ESP-0036,Espacio Katarcis Recuperado y Liberado,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Espacio autogestionado,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0037,Sitio Eriazo Taller de Artes y Oficios,Sitio Eriazo,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Espacio autogestionado,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0038,Centro Cultural Valpolanco,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0039,Centro Cultural Patio Sócrates,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0040,Centro Cultural Huellas,NO ENCONTRADO,concon,Concón,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0041,Centro Cultural Coipo,NO ENCONTRADO,concon,Concón,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0042,Trxwun Espacio Cultural Comunitario,NO ENCONTRADO,el-tabo,El Tabo,san-antonio,NO ENCONTRADO,NO ENCONTRADO,Centro comunitario,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0043,La Casa Centro Cultural,NO ENCONTRADO,la-ligua,La Ligua,petorca,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0044,Centro Cultural Educacional Kimun,NO ENCONTRADO,limache,Limache,marga-marga,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0045,Casa Cultural El Chagual,NO ENCONTRADO,olmue,Olmué,marga-marga,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0046,Centro Cultural Roberto Matta para las Artes y la Educación,NO ENCONTRADO,quilpue,Quilpué,marga-marga,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0047,Centro Cultural Alto Sol de Colliguay,NO ENCONTRADO,quilpue,Quilpué,marga-marga,Colliguay,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0048,Casa JOC Quisco,NO ENCONTRADO,el-quisco,El Quisco,san-antonio,NO ENCONTRADO,NO ENCONTRADO,Centro comunitario,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0049,Centro Cultural Atma,NO ENCONTRADO,san-felipe,San Felipe,san-felipe-de-aconcagua,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0050,Centro Cultural y Deportivo MAJESTIK,NO ENCONTRADO,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria. Programación teatral no confirmada.
ESP-0051,Mikroespacio,Mikroespacio en Maestranza Barón | Organización Comunitaria Artística Cultural y Educacional Mikroespacio,valparaiso,Valparaíso,valparaiso,Cerro Barón (Maestranza Barón),NO ENCONTRADO,Espacio autogestionado,NO ENCONTRADO,NO ENCONTRADO,sí,COMP-0013,Centro de Investigación Teatro La Peste,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0132,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Sede de Ciudad Teatro 2025 ('Error', Teatro La Peste). Figura además como Punto de Cultura Comunitaria (organización)."
ESP-0052,Espacio Catarsis,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,"Francia con Baquedano, Valparaíso",Espacio independiente,NO ENCONTRADO,NO ENCONTRADO,sí,COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0132,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de Ciudad Teatro 2025. Posible mismo espacio que 'Espacio Katarcis Recuperado y Liberado' (Punto de Cultura Comunitaria): por confirmar antes de fusionar.
ESP-0053,Centro Cultural IPA,Sala IPA | Teatro Centro Cultural IPA | Sala de Teatro IPA,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,"Calle Condell, Valparaíso",Sala teatral,NO ENCONTRADO,NO ENCONTRADO,sí,COMP-0040 | COMP-0041 | COMP-0094,Astillero Teatro | Teatro ILUcIÓN | Colaboraciones en Distancia,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,reservas.teatro.ipa@gmail.com,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0133 | FUE-0132 | FUE-0136 | FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,"direccion: 'Calle Condell, Valparaíso' vs 'Condell 1349, Valparaíso'","Sede de Ciudad Teatro 2025 ('Hipodérmica', Astillero Teatro) y de 'Cuestión de Ubicación' (Teatro IluCión, 24 de septiembre de 2026, según Valpocultura). Sede de Ciudad Teatro 2026 ('Inextinguible'). 'Piaf en Rose' (11 de mayo de 2022, 19:00, con reserva por correo)."
ESP-0054,Centex — Centro de Extensión del Ministerio de las Culturas,CENTEX,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Centro cultural,NO ENCONTRADO,"público (Ministerio de las Culturas, las Artes y el Patrimonio)",sí,COMP-0041 | COMP-0119,Teatro ILUcIÓN | Soporte Corporal,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0132 | FUE-0175 | FUE-0176 | FUE-0177 | FUE-0178,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Organiza Ciudad Teatro (Mes del Teatro) y programó 'Anku' (Teatro ILUcIÓN) el 9 de mayo de 2025. Mes del Teatro 2022: 'Inusual… Mundo autista' (Soporte Corporal, 14 de mayo), conversatorio sobre Andrés Pérez (11 de mayo) y taller de commedia dell'arte 'Algarabía ciudadana' (16 y 18 de mayo)."
ESP-0055,CECO de Rodelillo,"Centro Comunitario Socio Cultural, Deportivo, Medio Ambiental de Rodelillo (CECO) | CECO Rodelillo",valparaiso,Valparaíso,valparaiso,Rodelillo,NO ENCONTRADO,Centro comunitario,NO ENCONTRADO,comunitario,sí,COMP-0044,Disparate Circo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0132,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de Ciudad Teatro 2025 ('Disparate Circo Rock'). Punto de Cultura Comunitaria.
ESP-0056,Cancha Población Márquez,Cancha Población Márquez | Cancha Quebrada Márquez de Barrio Puerto,valparaiso,Valparaíso,valparaiso,Barrio Puerto,NO ENCONTRADO,Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0045,Teatro del Instinto,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0131 | FUE-0132 | FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,nombre: 'Cancha Población Márquez' vs 'Cancha Quebrada Márquez',"Sede de Ciudad Teatro 2025 ('Extraño ser', Teatro del Instinto). 'En la puerta del horno se quema el pan' (Cooperativa Teatral Valparaíso, 19 de mayo de 2022, 18:30, gratuita)."
ESP-0057,Espacio La Madriguera,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,"Washington 180, Valparaíso",Espacio independiente,NO ENCONTRADO,NO ENCONTRADO,sí,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0134,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Telón.cl registra una 'Trilogía de experiencias escénicas' (Despedida; Desvanecerse es poco; El desatino de la soledad) del 12 al 28 de abril, viernes a domingo 20:00; año no indicado en el índice."
ESP-0058,Centro de Extensión Duoc UC Valparaíso,Centro de Extensión Duoc UC,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Espacio universitario,NO ENCONTRADO,universitario,sí,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0134,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Telón.cl registra 'Papelucho casi, caaasi huérfano' (27 de enero, 12:00) y 'Hamlet deambula en círculos' (18 de enero, 19:00; dirección de Héctor Noguera); año no indicado en el índice."
ESP-0059,Teatro Municipal de Viña del Mar,NO ENCONTRADO,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,"Plaza José Francisco Vergara s/n, Viña del Mar",Teatro,NO ENCONTRADO,municipal,sí,COMP-0077,Flamenco Triana,https://teatrovina.cl/,https://www.instagram.com/teatro.munivina/,NO ENCONTRADO,teatro.municipal@munivina.cl,+569 7386 7913,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0098 | FUE-0137 | FUE-0160 | FUE-0179 | FUE-0180,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Equipamiento escenográfico financiado por el Fondo de Artes Escénicas 2025 (línea Espacios con Programación Permanente, $13.237.698, responsable: Municipalidad). Contacto institucional publicado en el sitio oficial. Programación de septiembre de 2026 incluye circo ('Koreto, la magia continúa', 1 de septiembre) y danza ('Voces', BANCH, 12 de septiembre); la mayoría de las funciones son gratuitas con inscripción previa. Capacidad no publicada. 'El Húsar de la Muerte' (La Patogallina, compañía de Santiago) el 30 de septiembre de 2025, con público del Taller Municipal de Teatro de Quillota. Enero 2026: Teatro a Mil ('Mr. Bo', Marie de Jongh, España, 18 de enero; 'El encanto del marioneta oriental', Compañía de títeres de Rugao, China, 27 de enero) y 'Historia de amor para un alma vieja' (Santiago Off, 31 de enero), gratuitas con inscripción; temporada 2026 con más de 60 espectáculos."
ESP-0060,Teatro Municipal de Valparaíso,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Teatro,NO ENCONTRADO,municipal,sí,COMP-0076,Julieta y Compañía,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117 | FUE-0094 | FUE-0172,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Fortalecimiento de iluminación (Fondo de Artes Escénicas 2023, $14.895.927) y optimización técnica (2026, $14.378.380), responsable I. Municipalidad de Valparaíso. 'El tiempo no espera' (7 de agosto de 2025, 16:30, entrada liberada)."
ESP-0061,Teatro Municipal de Casablanca,NO ENCONTRADO,casablanca,Casablanca,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Teatro,NO ENCONTRADO,municipal,sí,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117 | FUE-0168,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Proyecto 'Celebrando 20 años del Teatro Municipal de Casablanca' (Fondo de Artes Escénicas 2023, $13.160.109, I. Municipalidad de Casablanca): el teatro cumplía 20 años hacia 2023. Sede de Teatro a Mil 2025: 'El brote' (17 de enero, 20:00) y 'La historia del Ramayana' (21 de enero, 20:00), gratuitas."
ESP-0062,Teatro Municipal de San Felipe,NO ENCONTRADO,san-felipe,San Felipe,san-felipe-de-aconcagua,NO ENCONTRADO,"Arturo Prat 1111, San Felipe",Teatro,NO ENCONTRADO,municipal,sí,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,https://www.instagram.com/teatromunisanfelipe/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0117 | FUE-0163 | FUE-0164 | FUE-0166 | FUE-0165 | FUE-0170 | FUE-0176 | FUE-0177 | FUE-0178,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,"direccion: 'Arturo Prat 1111, San Felipe' vs 'Salinas 1211, San Felipe'","Adquisición de consola de sonido (Fondo de Artes Escénicas 2023, $14.095.501, I. Municipalidad de San Felipe). Director del teatro: Francisco Alarcón (2018 y 2026). Programación gratuita en vacaciones de invierno 2026 (cine, magia, música y la obra infantil 'Planeta Alegría' de Zeta Producciones, 26 de junio de 2026, 17:30). Capacidad no publicada. Dirección según directorio turístico valparaisoregion.org (difiere de la prensa local); por verificar en terreno o sitio municipal. Ciclo 'Teatro Infantil' el último sábado de cada mes (2022), entrada liberada. Sede de extensión del Festival Síntesis Teatral 2019."
ESP-0063,Sala Obra Gruesa — Espacio La Compañía,Sala Obra Gruesa | Espacio La Compañía,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,Sala teatral,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0115,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"'Recuperación e implementación sala Obra Gruesa de Espacio La Compañía' (Fondart Nacional 2024, $18.426.619, Puka Patrimonio y Arquitectura SpA, Región de Valparaíso). Comuna no indicada."
ESP-0064,Valparaíso Profundo,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Cerro Concepción,"Pasaje Fischer 24, Cerro Concepción, Valparaíso",Espacio independiente,NO ENCONTRADO,NO ENCONTRADO,sí,COMP-0091 | COMP-0076,Colectivx Escénicx Urgente Delirio | Julieta y Compañía,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136 | FUE-0171,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de Ciudad Teatro 2026 ('Prácticas para un mal dormir'). 'El Tiempo No Espera' (28 de junio de 2025).
ESP-0065,Mercado Puerto,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,Barrio Puerto,"Cochrane 117, Valparaíso",Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0092,MikroEspacio Creativo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Sede de Ciudad Teatro 2026 ('Tertulias para tomar té…').
ESP-0066,Liceo Pedro Montt,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,"Avenida Alemania 5196, Valparaíso",Espacio no convencional,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0054,Organización Comunitaria Artística Cultural y Deportiva La Coraje,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Establecimiento educacional; sede de Ciudad Teatro 2026 ('Imaginaria', La Coraje)."
ESP-0067,Espacio Comunitario Santa Ana,Corporación de Desarrollo Cultural y Social Capilla Santa Ana del Cerro Cordillera | Capilla Santa Ana,valparaiso,Valparaíso,valparaiso,Cerro Cordillera,"Calle Balmes 114, Valparaíso",Centro comunitario,NO ENCONTRADO,comunitario,NO ENCONTRADO,COMP-0041,Teatro ILUcIÓN,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Sede de Ciudad Teatro 2026 ('Caleu', Teatro Escuela IluCión). Posible relación con el Punto de Cultura 'Capilla Santa Ana del Cerro Cordillera'; por confirmar."
ESP-0068,CEAC,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,"Cochrane 440, Valparaíso",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,COMP-0093,Espacio Ané,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0136,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Sede de Ciudad Teatro 2026 ('Esto es un teatro', Espacio Ané). Sigla no desarrollada en la fuente; tipo por confirmar."
