id,obra,obra_nombre,compania,compania_nombre,fecha,fecha_fin,hora,comuna,comuna_nombre,espacio,espacio_nombre,festival,festival_nombre,tipo_funcion,precio,numero_funciones,descripcion,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
FUN-0058,OBR-0034,El tiempo no espera. Monólogos del adulto mayor,COMP-0076,Julieta y Compañía,2025-05-29,NO ENCONTRADO,NO ENCONTRADO,quillota,Quillota,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,gratuita,NO ENCONTRADO,NO ENCONTRADO,Lugar exacto no indicado.,FUE-0171,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0059,OBR-0034,El tiempo no espera. Monólogos del adulto mayor,COMP-0076,Julieta y Compañía,2025-06-06,NO ENCONTRADO,NO ENCONTRADO,quilpue,Quilpué,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,gratuita,NO ENCONTRADO,NO ENCONTRADO,Lugar exacto no indicado.,FUE-0171,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0060,OBR-0034,El tiempo no espera. Monólogos del adulto mayor,COMP-0076,Julieta y Compañía,2025-06-28,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,ESP-0064,Valparaíso Profundo,NO ENCONTRADO,NO ENCONTRADO,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0171,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0061,OBR-0034,El tiempo no espera. Monólogos del adulto mayor,COMP-0076,Julieta y Compañía,2025-07-18,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,ESP-0003,Parque Cultural de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0171,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0062,OBR-0034,El tiempo no espera. Monólogos del adulto mayor,COMP-0076,Julieta y Compañía,2025-08-07,NO ENCONTRADO,16:30,valparaiso,Valparaíso,ESP-0060,Teatro Municipal de Valparaíso,NO ENCONTRADO,NO ENCONTRADO,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0172,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0063,OBR-0118,Concón el Regreso,COMP-0120,Ucronia Teatral,2024-01-13,NO ENCONTRADO,21:00,concon,Concón,ESP-0083,Patio de los Copihues — Iglesia Nuestra Señora de Las Mercedes,NO ENCONTRADO,NO ENCONTRADO,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0173,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Año inferido del calendario (la ficha solo dice 'sábado 13 de enero'); por confirmar.
FUN-0064,OBR-0125,FUSIS,NO ENCONTRADO,NO ENCONTRADO,2022-05-12,NO ENCONTRADO,19:00,valparaiso,Valparaíso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,pagada,$2.500,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0065,OBR-0120,Contrapunto para dos voces cansadas,COMP-0116,Experimento Pierrot,2022-05-13,NO ENCONTRADO,19:00,valparaiso,Valparaíso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,pagada,$2.500,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0066,OBR-0126,Cabaret (Aníbal Gaete),NO ENCONTRADO,NO ENCONTRADO,2022-05-14,NO ENCONTRADO,19:00,valparaiso,Valparaíso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,pagada,$2.500,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0067,OBR-0121,Yo soy un oso,COMP-0008,Fundación OANI de Teatro,2022-05-15,NO ENCONTRADO,12:00,valparaiso,Valparaíso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,pagada,$2.500,NO ENCONTRADO,Con Abrapalabra; segunda función a las 17:00.,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0068,OBR-0121,Yo soy un oso,COMP-0008,Fundación OANI de Teatro,2022-05-15,NO ENCONTRADO,17:00,valparaiso,Valparaíso,ESP-0003,Parque Cultural de Valparaíso,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,pagada,$2.500,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0069,OBR-0127,Piaf en Rose,NO ENCONTRADO,NO ENCONTRADO,2022-05-11,NO ENCONTRADO,19:00,valparaiso,Valparaíso,ESP-0053,Centro Cultural IPA,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,pública,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0070,OBR-0122,Vino por la causa,COMP-0118,Ankalli Artes Escénicas,2022-05-15,NO ENCONTRADO,19:00,villa-alemana,Villa Alemana,ESP-0022,Centro Cultural Gabriela Mistral,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0071,OBR-0123,En la puerta del horno se quema el pan,COMP-0039,Cooperativa de Artes Escénicas de Valparaíso,2022-05-19,NO ENCONTRADO,18:30,valparaiso,Valparaíso,ESP-0087,Cancha Quebrada Márquez,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0072,OBR-0124,Inusual… Mundo autista,COMP-0119,Soporte Corporal,2022-05-14,NO ENCONTRADO,12:00,valparaiso,Valparaíso,ESP-0054,Centex — Centro de Extensión del Ministerio de las Culturas,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,gratuita,NO ENCONTRADO,NO ENCONTRADO,Segunda función a las 19:00; con inscripción.,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0073,OBR-0128,Desentierren a los vivos,NO ENCONTRADO,NO ENCONTRADO,2022-05-28,NO ENCONTRADO,19:00,quilpue,Quilpué,ESP-0004,Teatro Municipal Juan Bustos Ramírez,FES-0047,Mes del Teatro en la Región de Valparaíso 2022,gratuita,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0175,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0074,OBR-0114,Historia de amor para un alma vieja,NO ENCONTRADO,NO ENCONTRADO,2026-01-31,NO ENCONTRADO,20:00,vina-del-mar,Viña del Mar,ESP-0059,Teatro Municipal de Viña del Mar,FES-0048,Festival Internacional Santiago Off — extensión Región de Valparaíso,gratuita,NO ENCONTRADO,NO ENCONTRADO,"Compañía FA, dir. Felipe Zambrano; inscripción previa.",FUE-0179,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0075,OBR-0133,La vida de mi guerra,COMP-0077,Flamenco Triana,2026-01-02,NO ENCONTRADO,NO ENCONTRADO,vina-del-mar,Viña del Mar,ESP-0059,Teatro Municipal de Viña del Mar,NO ENCONTRADO,NO ENCONTRADO,pública,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0179,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0076,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,2026-01-18,NO ENCONTRADO,20:00,vina-del-mar,Viña del Mar,ESP-0059,Teatro Municipal de Viña del Mar,FES-0042,Teatro a Mil en la Región de Valparaíso,gratuita,NO ENCONTRADO,NO ENCONTRADO,"'Mr. Bo', Marie de Jongh (España): máscara y clown, +4 años; compañía extranjera sin registro propio.",FUE-0179,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
FUN-0077,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,2026-01-27,NO ENCONTRADO,20:00,vina-del-mar,Viña del Mar,ESP-0059,Teatro Municipal de Viña del Mar,FES-0042,Teatro a Mil en la Región de Valparaíso,gratuita,NO ENCONTRADO,NO ENCONTRADO,"'El encanto del marioneta oriental', Compañía de títeres de Rugao (China); compañía extranjera sin registro propio.",FUE-0179,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
